"","ateneo","classe_di_laurea","corso_di_studio","year","Topic","regione","numero_di_università_reg"
"919","PALERMO","LM-28","Ingegneria Elettrica",2022,"Competenze Digitali","Sicilia",4
"920","PALERMO","LM-29","Ingegneria elettronica e delle telecomunicazioni",2022,"Competenze Digitali","Sicilia",4
"921","PALERMO","LM-31","Ingegneria gestionale",2022,"Trasformazione Digitale","Sicilia",4
"922","PALERMO","LM-31","Ingegneria gestionale",2022,"Competenze Digitali","Sicilia",4
"923","PALERMO","LM-31","Ingegneria Gestionale",2022,"Trasformazione Digitale","Sicilia",4
"924","PALERMO","LM-31","Ingegneria Gestionale",2022,"Competenze Digitali","Sicilia",4
"925","PARMA","L-1","Beni Artistici, Librari e dello Spettacolo",2022,"Competenze Digitali","Emilia-Romagna",4
"926","PARMA","L/GASTR","Scienze Gastronomiche",2022,"Scienze Gastronomiche","Emilia-Romagna",4
"927","PAVIA","LM-77","International business and entrepreneurship - Management internazionale e imprenditorialità",2022,"Trasformazione Digitale","Lombardia",13
"928","PERUGIA","LM-29","Ingegneria Elettronica per l'Internet-of-Things",2022,"Things","Umbria",2
"929","Stranieri di PERUGIA","L-10","Digital Humanities per l'italiano",2022,"Competenze Digitali","Umbria",2
"930","Stranieri di PERUGIA","L-15","Made in Italy, cibo e ospitalità",2022,"Scienze Gastronomiche","Umbria",2
"931","Stranieri di PERUGIA","L-15","Made in Italy, cibo e ospitalità",2022,"Scienze Delle Produzioni","Umbria",2
"932","PISA","LM-31","Ingegneria Gestionale",2022,"Trasformazione Digitale","Toscana",4
"933","PISA","LM-77","MANAGEMENT E CONTROLLO DEI PROCESSI LOGISTICI",2022,"Data Analytics","Toscana",4
"934","Politecnica delle MARCHE","L-18","Economia aziendale",2022,"Trasformazione Digitale","Marche",4
"935","Politecnica delle MARCHE","L-33","DIGITAL ECONOMICS AND BUSINESS",2022,"Competenze Digitali","Marche",4
"936","Mediterranea di REGGIO CALABRIA","LM-27","Ingegneria Informatica e dei sistemi per le Telecomunicazioni",2022,"Things","Calabria",4
"937","EUROPEA di ROMA","LM-43","Management della Transizione Digitale",2022,"Trasformazione Digitale","Lazio",11
"938","ROMA ""La Sapienza""","L/GASTR","Scienze, culture e politiche gastronomiche per il benessere",2022,"Scienze Gastronomiche","Lazio",11
"939","ROMA ""La Sapienza""","LM-19","Media, comunicazione digitale e giornalismo",2022,"Marketing Digitale","Lazio",11
"940","ROMA ""La Sapienza""","LM-41","Medicina e chirurgia HT",2022,"Tecnologie Ingegneristiche","Lazio",11
"941","ROMA ""La Sapienza""","LM/GASTR","Management delle scienze gastronomiche per il benessere",2022,"Scienze Gastronomiche","Lazio",11
"942","ROMA TRE","L-14","Servizi giuridici per la sicurezza territoriale e informatica",2022,"Things","Lazio",11
"943","ROMA TRE","LM-62","Scienze Politiche per la Societa' Digitale",2022,"Trasformazione Digitale","Lazio",11
"944","Luiss Guido Carli","L-18","AMMINISTRAZIONE AZIENDALE",2022,"Competenze Digitali","Lazio",11
"945","Luiss Guido Carli","LM-52","RELAZIONI INTERNAZIONALI",2022,"Competenze Digitali","Lazio",11
"946","Luiss Guido Carli","LM-62","POLITICHE E GOVERNO IN EUROPA",2022,"Competenze Digitali","Lazio",11
"947","Luiss Guido Carli","LM-62","GOVERNO, AMMINISTRAZIONE E POLITICA",2022,"Trasformazione Digitale","Lazio",11
"948","Luiss Guido Carli","LM-77","MANAGEMENT STRATEGICO",2022,"Competenze Digitali","Lazio",11
"949","Luiss Guido Carli","LM/SC-GIUR","DIRITTO, INNOVAZIONE DIGITALE E SOSTENIBILITA'",2022,"Trasformazione Digitale","Lazio",11
"950","Libera Univ. ""Maria SS.Assunta""-LUMSA - ROMA","LM-62","Politiche, Amministrazioni e Innovazione",2022,"Trasformazione Digitale","Lazio",11
"951","SALENTO","L-18","Management Digitale",2022,"Trasformazione Digitale","Puglia",7
"952","SASSARI","LM-77","Management dell'innovazione per il turismo sostenibile",2022,"Marketing Digitale","Sardegna",2
"953","SIENA","L-P02","Agribusiness",2022,"Competenze Digitali","Toscana",4
"954","TORINO","LM-59","Comunicazione, ICT e media",2022,"Things","Piemonte",3
"955","TORINO","LM-77","AMMINISTRAZIONE E GESTIONE DIGITALE DELLE AZIENDE",2022,"Trasformazione Digitale","Piemonte",3
"956","Politecnico di TORINO","LM-29","Nanotechnologies for ICTs (Nanotecnologie per le ICT)",2022,"Things","Piemonte",3
"957","Politecnico di TORINO","LM-91","Competenze digitali per transizioni sociali sostenibili",2022,"Trasformazione Digitale","Piemonte",3
"958","Politecnico di TORINO","LM-91","Competenze digitali per transizioni sociali sostenibili",2022,"Things","Piemonte",3
"959","Politecnico di TORINO","LM-91","Competenze digitali per transizioni sociali sostenibili",2022,"Competenze Digitali","Piemonte",3
"960","TRENTO","L-8","Ingegneria Informatica, delle Comunicazioni ed Elettronica",2022,"Trasformazione Digitale","Trentino-Alto Adige",2
"961","UDINE","L-5","Filosofia e trasformazione digitale",2022,"Trasformazione Digitale","Friuli-Venezia Giulia",2
"962","UDINE","L-20","Scienze e tecnologie multimediali",2022,"Things","Friuli-Venezia Giulia",2
"963","UDINE","L/GASTR","Scienza e Cultura del Cibo",2022,"Scienze Gastronomiche","Friuli-Venezia Giulia",2
"964","Urbino Carlo Bo","LM-18","Informatica Applicata",2022,"Competenze Digitali","Marche",4
"965","""Ca' Foscari"" VENEZIA","L-18","Management digitale",2022,"Trasformazione Digitale","Veneto",4
"966","""Ca' Foscari"" VENEZIA","L-18","Management digitale",2022,"Marketing Digitale","Veneto",4
